 64 
 64 
 .1572581   .1814516   .1895161   .1814516   .2096774   .2258064   .2620968   .2903226   .2943548   .2741936   .2459677   .2379032   .2137097   .1774193   .1653226   .1451613   .1169355   8.064516E-02   3.629032E-02   0   0   0   0   0   0   0   0   6.854839E-02   .1290323   .1814516   .2258064   .2620968   .2903226   .3104839   .3225806   .3266129   .3225806   .3104839   .2903226   .2620968   .2258064   .1814516   .1290323   6.854839E-02   2.016129E-02   6.048387E-02   .1612903   .25   .3064516   .3306452   .3508064   .3467742   .3185484   .3064516   .3104839   .3064516   .2943548   .2741936   .2459677   .2096774   .1653226   .1129032   5.241935E-02   0  
 .1975807   .2217742   .2298387   .2580645   .2903226   .3346774   .3870968   .4153226   .4193548   .3991936   .3548387   .3185484   .2943548   .2540323   .2096774   .1895161   .1612903   .125   8.064516E-02   2.822581E-02   0   0   0   0   0   0   0   6.451613E-02   .125   .1774193   .2217742   .2580645   .2862903   .3064516   .3185484   .3225806   .3185484   .3145161   .3145161   .2983871   .266129   .2177419   .1532258   .1008065   6.048387E-02   .1330645   .25   .3387097   .3951613   .4395161   .4435484   .4435484   .4153226   .3870968   .3346774   .3185484   .3104839   .3024194   .2782258   .2379032   .1814516   .125   6.451613E-02   0  
 .2258064   .2459677   .2741936   .3225806   .358871   .4354839   .4879032   .516129   .5201613   .5   .4556452   .3870968   .358871   .3185484   .2620968   .2258064   .1975807   .1612903   .1169355   6.451613E-02   4.032258E-03   0   0   0   0   0   0   5.241935E-02   .1129032   .1653226   .2096774   .2459677   .2741936   .2943548   .3064516   .3104839   .3225806   .3387097   .3387097   .3225806   .2903226   .2419355   .1975807   .1572581   .141129   .1854839   .3064516   .3951613   .4798387   .5241935   .5362903   .5443549   .5443549   .516129   .4516129   .3629032   .3346774   .3185484   .2943548   .2540323   .1975807   .1290323   6.854839E-02   0  
 .2540323   .2741936   .3225806   .3709677   .4354839   .5120968   .5645161   .5927419   .5967742   .5766129   .5322581   .4637097   .4072581   .3669355   .3104839   .2540323   .2258064   .1895161   .1451613   9.274194E-02   3.225806E-02   0   0   0   0   0   0   3.225806E-02   9.274194E-02   .1451613   .1895161   .2258064   .2540323   .2741936   .2862903   .2983871   .3306452   .3467742   .3467742   .3306452   .2983871   .25   .2177419   .2137097   .2177419   .2298387   .3306452   .4395161   .5241935   .5846774   .6169355   .625   .6370968   .608871   .5403226   .4516129   .3709677   .3346774   .3145161   .2862903   .233871   .1572581   8.467742E-02   0  
 .2741936   .2943548   .3548387   .4032258   .4879032   .5806451   .6532258   .6935484   .7016129   .6774194   .6209677   .5322581   .4395161   .3991936   .3427419   .2741936   .2459677   .2096774   .1653226   .1129032   5.241935E-02   0   0   0   0   0   0   4.032258E-03   6.451613E-02   .1169355   .1612903   .1975807   .2258064   .2459677   .2580645   .2903226   .3225806   .3387097   .3387097   .3225806   .2903226   .2419355   .2379032   .2379032   .2701613   .2822581   .3387097   .4475806   .5362903   .6209677   .6653226   .6774194   .6895161   .6612903   .5967742   .5080645   .4233871   .4112903   .3830645   .3508064   .2943548   .2096774   .1169355   2.822581E-02  
 .2862903   .3064516   .3709677   .4193548   .5483871   .6532258   .7258065   .766129   .7741935   .75   .6935484   .6048387   .4959677   .4435484   .3991936   .3306452   .2983871   .25   .1895161   .141129   8.467742E-02   1.612903E-02   4.032258E-03   0   0   0   0   0   2.822581E-02   8.064516E-02   .125   .1612903   .1895161   .2096774   .2258064   .2983871   .3508064   .3790323   .3830645   .3629032   .3185484   .25   .233871   .2620968   .2983871   .3104839   .3346774   .4475806   .5564516   .641129   .6854839   .6935484   .7016129   .6774194   .6209677   .5645161   .4959677   .4637097   .4354839   .3830645   .3266129   .2540323   .1612903   8.064516E-02  
 .2903226   .3104839   .3709677   .4516129   .5887097   .6935484   .766129   .8064516   .8145161   .7903226   .733871   .6612903   .5685484   .5120968   .4354839   .3709677   .3387097   .2903226   .2419355   .1733871   .1008065   2.822581E-02   1.612903E-02   0   0   0   0   0   0   3.629032E-02   9.677419E-02   .1532258   .1935484   .2459677   .2903226   .3548387   .3870968   .3991936   .4032258   .3830645   .3387097   .2701613   .2701613   .2943548   .3024194   .3145161   .3064516   .4354839   .5685484   .6572581   .6975806   .7056451   .6935484   .6693549   .6451613   .5927419   .5362903   .4798387   .4475806   .3870968   .3427419   .2741936   .1814516   .1290323  
 .2862903   .3064516   .3709677   .4637097   .5967742   .7016129   .7741935   .8145161   .8225806   .7983871   .75   .6975806   .608871   .5524194   .4637097   .3951613   .3669355   .3467742   .3225806   .266129   .1774193   9.677419E-02   7.258064E-02   3.225806E-02   4.032258E-03   0   4.032258E-03   1.612903E-02   2.016129E-02   .0483871   9.274194E-02   .1451613   .2217742   .2903226   .3346774   .3951613   .4274194   .4274194   .4233871   .4233871   .391129   .3427419   .358871   .3709677   .3427419   .2943548   .3145161   .3991936   .5362903   .625   .6653226   .6935484   .6814516   .6451613   .6330645   .5806451   .5403226   .4798387   .4475806   .3830645   .3387097   .2701613   .2096774   .1612903  
 .2741936   .3064516   .3830645   .4798387   .5967742   .6895161   .75   .7903226   .7983871   .7741935   .7459677   .6975806   .6169355   .5604839   .4717742   .4314516   .4354839   .4153226   .3870968   .3306452   .2419355   .1532258   .1290323   9.274194E-02   6.451613E-02   2.822581E-02   1.612903E-02   2.822581E-02   6.451613E-02   9.677419E-02   .1129032   .1491936   .2419355   .3104839   .3548387   .4032258   .4475806   .483871   .4798387   .4475806   .4475806   .4274194   .4395161   .4233871   .3951613   .3467742   .3145161   .3387097   .4556452   .5443549   .6129032   .641129   .6290323   .6129032   .5806451   .5282258   .5040323   .4475806   .4153226   .3548387   .3104839   .2580645   .2258064   .1774193  
 .266129   .3064516   .3790323   .4637097   .5604839   .6532258   .7056451   .733871   .7419355   .7177419   .7016129   .6491935   .5927419   .5362903   .4959677   .4758064   .4798387   .4596774   .4193548   .3629032   .2741936   .1935484   .1693548   .1451613   .1169355   9.677419E-02   9.274194E-02   9.677419E-02   .1491936   .1774193   .1854839   .2258064   .2741936   .3225806   .3548387   .391129   .4717742   .5241935   .5524194   .5403226   .5241935   .4919355   .4879032   .4717742   .4233871   .375   .3266129   .3266129   .3709677   .4596774   .5282258   .5766129   .5766129   .5766129   .5282258   .4919355   .4354839   .3830645   .3508064   .3024194   .2822581   .2862903   .266129   .2217742  
